text	dom	type
来碗皮蛋小肉粥吧。	1	0
天目中人例如女生被搭真有酒。	1	0
🎼科尔曼拉声带的教学视频。	0	0
天猫精灵264加264等于几？	0	0
天猫精灵来个汽车喇叭的声音。	0	0
天猫精灵来碗热乎的猪肚莲子养惠粥。	1	0
来份家常番茄少蛋吧。	1	0
播放抖音美好奇妙夜。	0	0
天猫精灵要个番茄虾仁炒蛋吧。	1	0
青加草。	0	0
天猫精灵准备砍头死刑的人是怎么的？	0	0
天猫精灵要问年货的老丫头长述过的。	1	0
天猫精灵17.28乘以1000等于。	0	0
天猫精灵木耳炒肉片来一份。	1	0
天猫精灵来晚上有炖黑鱼烫吧。	1	0
天猫精灵春风得意马蹄疾，这首诗是谁写的？	0	0
天猫精灵来粉酸酸甜甜的番茄蛋花汤。	1	0
天猫精灵740乘以0.85等于多少？	0	0
天猫精灵来碗蔬菜皮带热做吧。	1	0
天猫精灵来份原白菜牛肉粉丝饭吧。	1	0
天猫精灵来放西兰花小草。	1	0
一首周杰伦的发鱼。	0	0
天猫精灵来碗热乎的南瓜小米粥吧。	1	0
来碗热乎南瓜杨胃粥。	1	0
116万加1599。	0	0
天猫精灵，我的卡片都给收起来行吗？😊	0	0
天猫精灵来碗老味道皮蛋瘦肉粥吧。	1	0
天猫精灵来份清蒸嫩娃娃菜吧。	1	0
你叫天猫精灵，你没说吗？😊	0	0
天猫精灵来首王一博的蓝多多。😊	0	0
天猫精灵你问我一个脑筋转弯你。	0	0
天猫精灵来份番茄炒蛋吧。	1	0
天猫精灵来碗番茄面疙的汤吧。	1	0
我要唱郭丽的，不是我不想你。	0	0
天猫精灵，那碗红枣红糖、小米走吧。	1	0
天猫精灵来碗西红柿鸡蛋盖饭吧。	1	0
来碗番茄鸡蛋捞面。	1	0
天精我在你说87乘以。	0	0
天猫精灵豆腐堆小白菜来一会吧。	1	0
天猫精灵，我告你你为什么不可以把我的卧室灯关上，为什么告诉我呗。😊	0	0
天猫精灵，你不喜欢要给我报个音乐做做做什么，我不喜欢听，你要报报什么。😡	0	0
天猫精灵要容易笑话的。	1	0
来碗菌晖养胃粥，热乎的。	1	0
天猫精灵来盘番茄炒蛋吧。	1	0
天猫精灵来份西兰花配手剥鲜虾仁。	1	0
天猫精灵，我说的不是杨杰，是杨。	0	0
天猫精灵山药木耳小厂来一份吧。	1	0
来碗热乎的皮蛋瘦肉粥。	1	0
天猫精灵来碗杂粮八宝养生粥吧。	1	0
天猫精灵木耳鸡蛋烩黄瓜片来一份吧。	1	0
天猫精灵来份金银蛋会嫩菜心，清淡的。	1	0
来碗香甜玉米南瓜粥吧。	1	0
天猫精灵还夸张修辞的手法怎么写？	0	0
天猫精灵播放周深的小美。	0	0
天猫精灵来份家常土豆丝吧。	1	0
天猫精灵小鸡蘑菇断粉条来一份吧。	1	0
天猫精灵蛋仔瑞瑞无敌大哥。😊	0	0
听一下歌曲，夏日妄想。	0	0
合适跑步吗？	0	0
天猫精灵红枣小米粥来一碗养胃的。	1	0
来碗热敷皮蛋粥，暖暖胃。	1	0
天猫精灵来份酸菜豆干小炒子。	1	0
天猫精灵24.9乘以100等于多少？	0	0
天猫精灵我在空调温度调成28度。	0	0
天猫精灵，我要听周深的避难所secrery。😊	0	0
天猫精灵唱不要在我寂寞的时候想你。	0	0
天猫精灵27乘53等于多少？	0	0
要个鲜虾白菜豆腐汤吧。	1	0
天猫精灵来碗暖胃的小米粥吧。	1	0
天猫精灵来碗番茄鸡蛋浇头面吧。	1	0
天猫精灵要玩养胃的小米南瓜枸杞走。	1	0
天猫精灵药碗皮蛋瘦肉热粥。	1	0
大点声天猫精灵打开餐厅风扇。	0	0
天猫精灵播放呃薛之谦的音乐。	0	0
天猫精灵来玩日后的海绵金士看吧。	1	0
天猫精灵来满热乎的皮蛋瘦粥暖暖味。	1	0
不能卡了，天猫精灵关闭屏幕。	0	0
天猫精灵来份丸子木耳小白菜砂锅。	1	0
新虾鸡肉菌的热量高吗？	0	0
天猫精灵请播放请播放奥特曼。	0	0
来份白菜豆腐鸭汤吧。	1	0
天猫精灵来碗番茄蛋花汤吧。	1	0
天猫精灵来份砂锅熬的皮蛋瘦肉粥吧。	1	0
天猫精灵播放周深和黄黄岐黄黄绮珊的嗯岁月。	0	0
灵我叫你别出声，听不懂吗？	0	0
天猫精灵放一首最长的电影，周杰伦。	0	0
天猫精灵来碗玉米鸡肉粥吧。	1	0
天猫精灵来碗绿豆百合煮清热解暑的。	1	0
天猫精灵524除以7等于多少？	0	0
来红热乎的牛肉豆腐汤吧。	1	0
下猫精灵关机，不能看眼镜倒是候看坏了。	0	0
来碗热乎的鸡肉玉米粥吧。	1	0
天猫精灵来碗皮蛋瘦肉热粥吧。	1	0
天猫精灵推荐点好笑话的。	1	0
天猫精灵打开女儿房间的窗帘。	0	0
おか。	0	0
天猫精灵一个男的总说你废物他这个人怎么样？	0	0
天猫精灵来份胡萝卜小炒肉吧。	1	0
天猫精灵上海交通广播电台。	0	0
天猫精灵来份豆角小炒肉末吧。	1	0
要个清炒嫩油麦菜吧。	1	0
来碗绿豆莲子汤姐姐暑起。	1	0
天猫精灵12乘14乘16等于多少？	0	0
天猫精灵来碗香浓皮大瘦肉粥吧。	1	0
天猫精灵要碗南瓜小米粥热乎点的啊。	1	0
来份番茄鸡蛋酱汁饭吧。	1	0
天猫精灵要玩菌菇汤泡的香米饭。	1	0
天猫精灵蓝热火皮蛋瘦虐作吧。	1	0
天猫精灵有碗青菜单花烛吧。	1	0
天猫精灵来碗面筋，白夜热汤。	1	0
天猫精灵换一首好听一点的声音大一点。	0	0
要个家常豆腐丸子汤吧。😡	1	0
天猫精灵来碗凉拌全蛋菜小菜。	1	0
天猫精灵要分暖性皮干是有嘴吧。	1	0
天猫精灵来点清单的。	1	0
来一份老糯白米粥要捎来拿远一点，谢谢。	1	0
天猫精灵拖拉机的声音放三遍。	0	0
天猫精灵真正的色温调整为25%。	0	0
148乘0.47。	0	0
天猫精灵在播放周深的重启哦，不播放周深的警报。	0	0
天猫精灵要少盐少糖的。	1	0
天猫精灵来玩线下淡话热走吧。	1	0
天猫精灵来份鲜香花蛤豆腐汤。	1	0
天猫精灵播放酷我音乐里的收藏。	0	0
天猫精灵来一份那个暖心养味的杂羊粥吧。	1	0
天猫精灵要份娃娃菜焖豆腐块。	1	0
天猫精灵春夏秋冬是如何产生的？	0	0
天猫精灵要个杏鲍菇炒肉片吧。	1	0
天猫精灵把客厅空调调到25度。	0	0
黑猫精灵，我想要听儿童打的天之大。😊	0	0
天猫精灵来碗小米南瓜养胃粥吧。	1	0
天猫精灵要给山阳木儿小草吧。	1	0
天猫精灵来份香菇青菜小炒吧。	1	0
天猫精灵，你给我讲一个故事吧。	0	0
天猫精里来完发弃单就投发吧。	1	0
天猫精灵音量至30%。	0	0
天猫精灵12220加上3847等于几？	0	0
播放周深的歌不限。	0	0
要个热乎的菠菜蛋花汤。	1	0
天猫精灵来碗红枣红炭小米粥，暖暖胃吧。	1	0
天猫精灵奶粉变得香香的小青菜吧。	1	0
天猫精您来往3月南瓜粥，热乎养胃的。	1	0
天猫精灵来份黄瓜炒蛋。	1	0
天猫精灵来份酸香空醒猜吧。	1	0
天猫精灵要玩热乎的紫菜蛋花糖。	1	0
天猫精灵来份黄瓜木耳炒蛋吧。	1	0
天猫精灵来份山耀木耳小炒吧。	1	0
洗打精灵把把刚才那个消息关掉。	0	0
要一份凉拌裙带菜爽口的。	1	0
天猫精灵给我播放老牛的声音。	0	0
天猫精灵来一首李莫唱的一路向北。	0	0
要份暖心皮蛋瘦肉粥。	1	0
🎼牛肉的做法蛮烦吗？	0	0
我要唱周深的向光儿行。	0	0
🎼天猫精灵奶粉莴笋、肉片、小炒吧。	1	0
天猫精灵播放青鸟飞与另一个版本的此生不换。	0	0
天猫精灵能给我把米小圈报时关掉吗？	0	0
严重的动脉瘤不适合哪些训练？	0	0
🎼我想听刘思健的圣尼古拉斯的雪天。	0	0
天猫精灵来碗山药毒片汤吧。	1	0
天猫精灵播放今年最火的歌曲。	0	0
天猫精灵5.57除以320乘以500等于多少？	0	0
天猫精灵245减99减88等于几？	0	0
天猫精灵来碗番茄鸡蛋汤咩。	1	0
天猫精灵来份那个暖心暖胃的山药养胃粥吧。	1	0
来凤小鸡冻蘑果热乎的。	1	0
天猫精灵来玩暖心养胃的小美粥吧。	1	0
天猫精灵来份番茄鸡蛋浇饭吧。	1	0
我想听安儿传的爱的忘情水。	0	0
味牛肉菠菜淡花粥帮我来一份。好，味道老灵，勿要咸。	1	0
天猫精灵扫地机人开。	0	0
天猫精灵来份香辣手撕爆菜锅。	1	0
好无聊啊，还妈妈好无聊啊，。😊	0	0
🎼天猫精灵天猫精灵放一首大，谢谢谢谢。😊	0	0
天猫精灵给我放今年最火的歌。	0	0
要玩热乎的皮蛋收收手吧。	1	0
天猫精灵19点减去12点等于几小时？	0	0
天猫精灵，我想听周深的记忆商店。	0	0
侬好，帮我来一份善年相同高草草清爽，勿要。	1	0
8.7除以10等于。	0	0
播放漫长新闻动态。	0	0
天猫精灵来份雪菜豆腐堡吧。	1	0
天猫精灵来份鲜鱼豆腐汤吧。	1	0
请假之前天猫精灵49.5乘以2等于几？	0	0
来份青菜肉末，砂锅粥。	1	0
天猫精灵要一份热乎软烂的牛肉萝卜粥。	1	0
天猫精灵12乘1120等于多少？	0	0
天猫精灵播放风吹过的晨曦。	0	0
你帮我查一下国内茂绒的知识。	0	0
天猫精灵要碗红枣、南瓜、小米粥吧。	1	0
来份香香皮蛋瘦肉粥。	1	0
天猫精灵要碗黑米杂粮养生酒吧。	1	0
就是天猫精灵解说一下阿布斯顿布利多和盖勒特格林德沃。	0	0
天猫精灵要碗牛肉豆腐汤大米饭。	1	0
天猫精灵，我给你取个小名可以吗？	0	0
天猫精灵来碗热乎的皮蛋瘦肉粥。	1	0
天猫精灵来盘蒜香油麦菜吧。	1	0
烤鸡腿跟烤阳光有哪些好做？	0	0
天猫精灵鸭血炖嫩豆腐汤来一份吧。	1	0
灵天猫精灵3090加17440。	0	0
天猫精灵看你就是猪蠢猪蠢牛。	0	0
鸡肉蔬菜包怎么做适合减肥？	0	0
天猫精灵要个番茄鸡蛋捞面吧。	1	0
天猫精灵怎么那么对？我们我们我们有两个人，一男一女。	0	0
天猫精灵3.75加上1.25等于多少？	0	0
天猫精灵播放时时新闻联播。	0	0
天猫精灵你今边是很开心，但是我我不开心。😊	0	0
来碗热乎的番茄蛋花汤。	1	0
我要练侧卧去一身。	0	0
天猫精灵播放一首蓝色的眼泪。	0	0
小爱同学，天猫精灵声音放大一点。	0	0
天猫精灵啊，和小红一起玩游戏吧。😊	0	0
天猫精灵扫地机器人去扫地。	0	0
灵扫地打好徽章。	0	0
天猫精灵播放来自网易云音乐的潮汐DJ版。	0	0
天猫精灵来碗热乎豆腐紫菜汤。	1	0
天猫精灵要碗热乎生滚牛肉粥。	1	0
天猫精灵，今天中午武陵上几度？	0	0
我想睡觉，用英文表达怎么读？😊	0	0
我要唱麻欢的，只要过着就好。	0	0
天猫精灵拉要一份豆角炒肉片盖浇饭，饭头里多点浇头，味道老灵光，谢谢侬。	1	0
要玩暖暖的小米南瓜粥吧。	1	0
天猫精灵，你喜欢男生还是女生？	0	0
天猫精灵营养均衡些的。	1	0
你6点停下你数的数字好吗？	0	0
天猫精灵来碗山玉米菜粥。	1	0
来份蒜香娃娃菜吧。	1	0
🎼我要唱品困的门楣锁。	0	0
精请播放两个小娃娃打电话。	0	0
天猫精灵宝林叔叔讲西游记。	0	0
天猫精灵打开卧室和客厅的窗帘。	0	0
天猫精灵要碗番茄鸡蛋热汤面。	1	0
天猫精灵要个番茄鸡蛋盖饭。	1	0
等看怎么放大香蕉叫大香蕉。😊	0	0
天猫精灵，我在你说在受伤的情况下可以运动吗？	0	0
天猫精灵来份鲜鱼豆腐汤。	1	0
要个嫩点菜炒土鸡蛋吧。😔	1	0
天猫精灵，你猜你主人叫什么名字？	0	0
天猫精灵今年中考什么时候考试啊？	0	0
天猫精灵来碗暖心养胃的猪肚汤吧。	1	0
天天猫精灵请播放一首向西感诗人。	0	0
天猫精灵来碗白菜丸子炖粉条吧。	1	0
🎼我想听张赫伦你的蝴蝶。	0	0
来份鲜虾干煸角生豆吧，热乎的。	1	0
.	0	0
要个苜蓿小凉菜吧。	1	0
来碗西红柿鸡蛋刀削面吧。	1	0
天猫精灵来碗虾皮白菜面疙瘩汤。	1	0
天猫精灵播放钢琴版超级玛丽。	0	0
天猫精灵来份家常小炒菜花。	1	0
天猫精灵要碗红豆薏米粥，加点红糖的。	1	0
天猫精灵3.2乘以0.5等于多少？	0	0
天猫精灵52乘15等于多少？	0	0
别太甜啊。	1	0
天猫精灵来份红枣山药养胃粥吧。	1	0
天猫精灵帮我连一下这个房间的灯。	0	0
天猫精灵放稍微大一点点声音。	0	0
天猫精灵请播放傣足舞竹林深处。	0	0
天猫精灵19.8加上51.6等于多少？	0	0
天猫基尼1000加2000等于多少？	0	0
天猫精灵，你知道天猫精灵是谁吗？	0	0
天猫精灵来份西红柿炒鸡蛋吧。	1	0
天猫精灵来碗紫菜豆腐咸汤吧。	1	0
一个人在说，另外一个就不要说了好吗？	0	0
来碗红枣山药粥，热乎的。	1	0
天猫精灵，你知你知道诡异的微笑那首歌吗？😊	0	0
天猫精灵，你是女孩子还是男孩子啊？😊	0	0
天猫酱了来碗红豆花山枣粥。	1	0
🎼我想知道如何做动太贵了。	0	0
不减天精灵90减36等于多少？	0	0
🎼我想听张若昀的雪中行。	0	0
要份萝卜炖大骨汤。	1	0
哪呢？天猫精灵，我在你说刚才叫你怎么不答应？	0	0
来份假常白菜好下清淡的。	1	0
天猫精灵来碗热乎的皮蛋瘦肉粥吧。	1	0
天猫精灵唱一首最美的情愿。	0	0
来碗山药南瓜暖粥吧。	1	0
给精灵唱一首奥K奥奥。	0	0
天猫精灵声音调到60声音小。	0	0
来份热乎的干锅娃娃菜吧。	1	0
要个海带嫩豆腐汤。	1	0
天猫精灵2乘以39等于多少？	0	0
天猫精灵来我岳父的紫菜蛋汤。	1	0
🎼天间购房有多久最合适？	0	0
好天猫精灵小朋小朋友笑的声音。😊	0	0
来份生妖木小草。	1	0
天猫精灵来份青菜土豆丝小炒吧。	1	0
天猫精灵来完热户的皮蛋收入走吧。	1	0
天猫精灵0于少？	0	0
天猫精灵播放白莲子的歌曲。	0	0
天猫精灵340减168等于多少？	0	0
天猫精灵要碗香菇瘦肉乐粥。	1	0
天猫精灵老虎的声音和小熊猫的声音怎么叫？😊	0	0
天猫精灵来碗鲜鱼豆腐汤吧。	1	0
好爸爸，天猫精灵音量调到35。😊	0	0
天猫精灵距离国亲节还有多少天？	0	0
天猫精灵放一首糯米的谢天谢地。	0	0
天猫精灵要碗红薯、枸杞、甜粥热乎的。	1	0
天猫精灵128加1。	0	0
天猫精灵要碗老火熬的皮蛋瘦肉粥。	1	0
来往瓦工味的皮蛋三肉站吧。	1	0
天猫精灵关闭音乐，关闭客厅灯。	0	0
天猫精灵我我把我的车给你换好吗？跟你交换吧。😊	0	0
天猫精灵把那个关了去，我不爱听。😊	0	0
天猫精灵小宝宝好好喝奶，应该怎样夸奖他呢？	0	0
天猫精灵，主人，你把床上的所有东西放在了哪儿？快说。	0	0
天猫精灵我90减90减6等于几？	0	0
天猫精灵来碗热乎的干贝排骨粥吧。	1	0
天猫精灵把声音开到100%。	0	0
天猫精灵要碗紫菜虾皮蛋汤吧。	1	0
天猫精灵，我在你说声音调到20，声音调到10。	0	0
来碗热乎山药养胃粥吧。	1	0
天猫精灵播放两遍拉屎的声音。	0	0
天猫精灵奶碗青菜豆腐热汤炖软和点鹅。	1	0
我我我天猫精灵给我咪放小白兔白夜白。	0	0
天猫精灵啊，小猫小狗、小鸡，小鸭的叫声。	0	0
天猫精灵休息，我们出去玩去的啊。😊	0	0
来份农家小炒能拜菜吧。	1	0
天猫精灵来碗暖胃的小米南瓜粥吧。	1	0
天猫精灵要碗南瓜山药粥两味的。	1	0
天猫精灵来份手工肉丸汤。	1	0
天猫精灵来份莲藕炖排骨汤吧。	1	0
中の？	0	0
天猫精灵要玩皮蛋瘦肉热粥吧。	1	0
天猫精灵播放极片侠到100。😊	0	0
天猫精灵来碗乐ho的皮蛋售肉走吧。	1	0
天猫精灵来玩杭州歌曲杨惠州吧。	1	0
天猫精灵来玩香菇炖豆腐汤吧。	1	0
来玩暖胃的小米粥。	1	0
拨我来一份先得来味道透老鸭手鸡汤，汤水要炖辣浓稠眼，味道嗲一嗲。	1	0
那个天猫精灵，请你播放呃强烈感的英文歌。	0	0
天猫精灵来份酸辣吃包菜吧。	1	0
我把这个音将灯的亮度调到最大。	0	0
来份家常紫菜蛋花汤吧。	1	0
要软烂一些的。	1	0
天猫精灵暴月霸王龙的声音是什么样的？😊	0	0
找晃动版训练教学。	0	0
天猫精灵来碗仙菇暖胃汤，热乎的。	1	0
天猫精灵讲个闹唠别闹的故事。	0	0
天猫精灵啊，飞机上的警报的声音。	0	0
再说吧，你说天猫精灵放奥特曼之歌。	0	0
天猫精灵下一首下一首下一首下一首下一首。	0	0
天猫精灵来芬菌骨鸡丝热烫暖暖胃。	1	0
天猫精灵张碧晨都有什么作品啊？	0	0
天猫精灵小米电视如何连接到直接打开？	0	0
天猫精灵声音调到50%。	0	0
要份西红柿鸡蛋绞头发。	1	0
来碗热乎的黑玉汤，补补身子。	1	0
天猫精灵要碗香菇青菜肉末粥吧。	1	0
天猫精灵来份家常葱油青菜吧。	1	0
菜肉丝做拨我来下味道嗲今早浪吃适宜了。	1	0
明花茶的新眠料你吃什么？	0	0
天猫精灵唱一首于量法师的方下。	0	0
播一下周深的歌向光而行。	0	0
天猫精灵来碗热乎的皮蛋瘦肉粥吧。	1	0
我要一份红枣桂圆杂量养生粥，热乎养养身体蛮好。	1	0
天猫精灵要完红豆找纸粥吧。	1	0
天猫精灵蓝碗营养八宝全收。	1	0
天猫精灵来碗红枣银耳甜粥，热乎的。	1	0
哈哈天猫精灵播放什么声音？小凡你想听什么声。😊	0	0
哎，帮我来一份大蒜头相关书。好，味道要清淡眼，谢谢啦。	1	0
更多家里的健身直播。	0	0
天猫精灵来碗紫菜蛋花汤清淡点的。	1	0
天猫精灵来碗热乎的砂锅皮蛋瘦肉粥。	1	0
天猫精灵来碗家常西红柿鸡蛋。	1	0
天猫精连续播放大雁的声音。	0	0
天猫精灵，我要我家车把你撞飞。	0	0
天猫精灵退一下退下吧，休息休息。	0	0
天猫精灵播放90后流行歌曲。	0	0
天猫精灵，我给你换个新衣服行吗？	0	0
天猫精灵不要有炸的。	1	0
天猫精灵声音调至60%。	0	0
天猫精灵来玩杨胃的小米粥吧。	1	0
天猫精灵来份肉末豆腐浇饭。	1	0
天猫精灵要碗现熬的小米粥吧。	1	0
天猫精灵来碗暖胃的小米粥。	1	0
播放风我单飞。	0	0
天猫精灵要份暖心玉米碴子粥。	1	0
你好，天猫精灵关闭客厅。	0	0
天猫精灵200加30百等于几？	0	0
天猫精灵要玩热乎养胃的黑米粥。	1	0
天猫精灵35乘8等于多少？	0	0
天猫精灵声音开到25%。	0	0
天猫精灵江出的亮穿怎么最亮？	0	0
天猫精灵来往玉米香谷青菜粥。	1	0
来份咸鱼头炖豆腐汤。	1	0
，天猫精灵放首音乐把声音调到50。	0	0
天猫精灵，我想听小松鼠的声音。	0	0
天猫精灵要个清朝效能拜财吧。	1	0
天猫精灵，你说这一天当中啊，运动量。	0	0
我想看锦心私玉官宣。	0	0
The。	0	0
天猫精灵5乘以36等于多少？	0	0
天猫精灵来碗番茄鸡蛋搅饭吧。	1	0
天猫精灵播放米小圈上学记17109同桌不好惹。	0	0
要碗南瓜、小米养胃粥吧。	1	0
天猫精灵来份老黄瓜，蛋花汤，清淡的。	1	0
天猫精灵来份发茄超大巴。	1	0
天猫精灵388减去246。	0	0
哎，帮我来一颗小米搭玉米南瓜粥好，要少辣糊，甜蜜蜜味道老早吃过交关适宜药。	1	0
来换南性八宝地足。	1	0
天猫精灵来电与来电提醒怎么更改？	0	0
🎼我要唱赵阳的不能落花父亲。	0	0
来份萝卜炖大骨汤吧。	1	0
我要唱鹿先森乐队的，希望你的明天比昨天更自由。	0	0
放天猫精灵放一放一首尿尿的声音。	0	0
天猫精灵关闭窗帘到5%。	0	0
点样先令要瞓家长的用时炒蛋。	1	0
今天是不是一天都在下雨呀？	0	0
天猫精灵中瓜村菜一汤来一份吧。	1	0
あ天。	0	0
我想听叶子歌。	0	0
天猫精灵来份西红柿鸡蛋盖饭吧。	1	0
天猫精灵来份手司包菜吧。	1	0
哼你都我叫你，你都不理我，你伤心啥？	0	0
预王胱精丝大便需要多久时间做？	0	0
天猫精灵来玩五槽小米花吧。	1	0
天猫精灵哎，帮我来颗青菜炖皮蛋小肉粥。好。今朝嘴巴里相啥味道，吃眼老味。	1	0
天猫精灵把窗帘关到百之。	0	0
天猫精灵87加87等于几？	0	0
天猫精灵来碗鲜虾玉米热粥吧。	1	0
不是天猫精灵嗯播放日本经典歌曲。	0	0
天猫精灵要碗番一些蛋把面疙的汤。	1	0
我要唱看音乐剧的我不存在的。	0	0
天猫精灵来份养生乌鸡花焦汤吧。	1	0
天猫精灵呃，播放一个乐队叫做KEANE的。	0	0
763.02除以7.85。	0	0
天猫精灵140乘以2.5。	0	0
天猫精灵来粉清草能油买菜。	1	0
天猫精灵要份小白菜肉圆汤。	1	0
别太想啊。	1	0
天猫精灵来碗玉米、南瓜甜粥吧。	1	0
来一份蘑菇搭鸡块炖老神味，今朝想吃眼热嫩子。	1	0
hel猫精灵加加加加加加加加加等号等号等号喊加哈哈加哈哈加哈4加44加44加445加5。😊	0	0
天猫精灵要个鲜鱼嫩豆腐汤吧。	1	0
要一份暖心暖胃的皮蛋瘦肉粥。	1	0
🎼查一下测评座椅教学。	0	0
天猫精灵要分番茄炒蛋。	1	0
0.26除以10等于多少？	0	0
来份鲜贝半菠菜，清淡的。	1	0
我想看端午节特辑。	0	0
天猫精灵来份清炒油麦菜嫩点的。	1	0
天猫精灵要玩热乎的皮蛋瘦肉粥。	1	0
天猫精灵，我要把你关了，然后再把你线给拔了。😊	0	0
嗯，我们梳点老虎的尾巴是什么颜色？。	0	0
天猫精灵7.2乘以25等于多少？	0	0
天猫精灵来碗鲜菇蛋花汤吧。	1	0
我说我不喜欢你，我喜欢小爱同学。	0	0
来碗热乎的皮蛋瘦肉粥吧。	1	0
天猫精灵来份冬瓜排骨汤吧。	1	0
天猫精灵来碗热乎养胃的小米粥。	1	0
级会员即可天猫精灵请播放抖音歌曲科目3。😊	0	0
天猫精灵，我有几个闹钟提醒。	0	0
天猫精灵要往急死屁蛋走。	1	0
天猫精灵来份香菇炒小油菜吧。	1	0
天猫精灵要玩黑米红豆粥热乎的。	1	0
杨精0.36除以0.36等于几？	0	0
天猫精灵来份白菜豆腐炖五花肉的吧。	1	0
奶粉暖信八宝营养轴。	1	0
天猫精灵北极熊的声音是北极熊。	0	0
天猫精灵呃，你可以重启一下吗？	0	0
天猫精灵，我要把你玩具都偷走。😊	0	0
天猫精灵我你包天依的英雄之路。	0	0
天猫精灵750乘40是几位数？	0	0
天猫精灵要一份热煮彩新三锅主板。	1	0
天猫精灵我在你说86.94减36.26。	0	0
天猫精灵乐后仙豆。	1	0
哎，帮我来一份老好吃玉米腊排弄汤，汤头鲜眼，勿要，年纪大了，吃勿大消。	1	0
杠铃深蹲架练习教程。	0	0
天猫精灵来碗热夫的番茄蛋花汤。	1	0
不要放心，我还是长胖了一丢丢。	0	0
天猫精灵要买红枣养胃暖身粥热乎的。	1	0
伊斯兰堡7。	0	0
天猫精灵来碗面行不？	1	0
天猫精灵呃，你提醒洗菜的时间呃，多久？	0	0
天猫精灵明天早晨66点半的时候播放闹钟。	0	0
来湾菌骨肉馍糖跑饭。	1	0
你好精灵，你是个没人要的烂货。	0	0
天猫精灵来碗南瓜小米养胃粥吧。	1	0
天猫精尼96减60等于几？	0	0
天猫精灵79除以150等于多少？	0	0
天猫精灵要一份西红柿鸡蛋浇土饭吧。	1	0
天猫精灵要份皮蛋瘦肉粥，加点小咸菜。	1	0
天猫精灵天猫呃，3.14乘25等于多？	0	0
🎼天猫精灵要个韭菜豆芽小炒吧。	1	0
天猫精灵呃，关客厅灯和厨房灯。	0	0
230。	0	0
天猫精灵要碗酸酸甜甜的番茄牛肉面吧。	1	0
🎼我想看小升初总复习。	0	0
大声一点，天猫精灵声音调大一点。	0	0
天猫精灵84.78乘550。	0	0
天猫精灵来份脆嫩黄瓜小炒吧。	1	0
天猫精灵，我要一份白菜肉丝炒粉丝，汤汤水死，吃了湿适。好。	1	0
要往黑米紫米杂粮粥吧。	1	0
要粉热乎是皮蛋粥吧。	1	0
来份新鲜时蔬大拼盘吧。	1	0
天猫精灵要望红色小米拿怪手杨伟的。	1	0
要一份热乎的皮蛋瘦肉粥。	1	0
グル。	0	0
对，天猫精灵播放流行歌曲小点声。	0	0
天猫精灵垃圾的声音给我放一遍。😊	0	0
天猫精灵二的100次方等于几？	0	0
天猫精灵等于180.66万。	0	0
来碗热乎的皮蛋熟肉粥。	1	0
天猫精灵来碗热乎的小米南瓜粥吧。	1	0
天猫精灵0.39乘35等于多少？	0	0
一首天猫播播放下一首。	0	0
我想听朱星杰的一大个不必。	0	0
来份韭菜土豆丝吧。	1	0
天猫精灵来份萝卜炖排骨汤吧。	1	0
今天这几这几天我天天单曲循环。	0	0
几月几日生。😊	0	0
天猫精灵15.9加上24.9减2等于。	0	0
天猫精灵来份山药炖排骨汤吧。	1	0
你好，天猫让我们假设你在卧室里听到烟雾报警器的响声，你该怎么做？	0	0
天猫精灵来碗蕃茄炖牛肉汤吧。	1	0
天猫精灵4的2次方乘3.14乘6等于几？	0	0
天猫精灵的皮蛋瘦肉粥。	1	0
天猫精灵要一份招牌瘦乳皮蛋粥。	1	0
天猫精灵，我给你喝水，我就报废了。	0	0
天猫精灵来个蒜香空心菜吧。	1	0
天猫精灵锲而不舍的反义词。	0	0
要个青朝有麦的菜吧。	1	0
天猫精灵刚才是不是你放的歌啊？	0	0
天猫精营来份党参乌鸡养生汤吧。	1	0
来碗红糖小米红豆粥吧。	1	0
天猫精灵要一份暖胃小米粥吧。	1	0
天猫精灵来份韭菜鸡蛋、浇头饭吧。	1	0
天猫精灵来碗热乎的杂粮养胃粥吧。😡	1	0
天猫精灵来份番茄鸡蛋盖饭吧。	1	0
来碗新鲜干贝瘦肉粥吧。	1	0
天猫精灵，我要听超级飞侠20集。	0	0
我想看我们的法则精彩集锦。	0	0
花炒鸡胸肉意面怎么做适合健身？	0	0
花粥天猫精灵播放花粥的刀将行。	0	0
两个人都说要休息一下了。	0	0
天猫精灵来份酸辣。	1	0
天猫精灵来份土豆牛肉饭，炖烂糊点。	1	0
我要唱宝宝巴士的春晓。	0	0
天猫精灵1195加5。	0	0
天猫精灵来份热乎老牙汤套餐，暖暖身子。	1	0
来碗清热白米粥竹砖活点。	1	0
天猫精灵酸酸甜甜番茄蛋汤面来一份里相多两片小菜叶子，汤水要滚滚烫。	1	0
来碗蕃茄鸡蛋回刀削面吧。	1	0
天猫精灵来份优惠的拍米粥。	1	0
天猫精灵来份蒜蓉空心菜吧。	1	0
天猫精灵，你刚才答的一加一？	0	0
天猫精灵来碗香菇鸡丝肉粥。	1	0
天猫精灵18加11等于几？	0	0
🎼安排一个羽毛球课程。	0	0
天猫精灵有没有好消化的？	1	0
天猫精灵来份包菜炒粉丝吧。	1	0
天猫精灵关机重启关机重启关机重启。😊	0	0
天猫精灵12.8乘以0.88。	0	0
天猫精灵来碗3月炖鸽子汤吧。	1	0
天猫精灵播放娜乐别闹上学记。	0	0
天猫精灵要份萝卜炖老鸭汤。	1	0
